sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
220,Abnormal,0,,1.00,UNCHECKED,UNREVIEWED,,0,45878745,Abnormal,Meas Value,MAPS_TO,,<auto>,1751446502910,
1064,Hepatitis A,0,,1.00,UNCHECKED,UNREVIEWED,,0,4223947,"Viral hepatitis, type A",Condition,MAPS_TO,,<auto>,1751446485915,
435,In left eye,0,,0.91,UNCHECKED,UNREVIEWED,,0,45883829,Left eye,Meas Value,MAPS_TO,,<auto>,1751446451085,
1433,Bacitracin,0,,1.00,UNCHECKED,UNREVIEWED,,0,915175,bacitracin,Drug,MAPS_TO,,<auto>,1751446517366,
1355,Metoclopramide,0,,1.00,UNCHECKED,UNREVIEWED,,0,906780,metoclopramide,Drug,MAPS_TO,,<auto>,1751446502324,
608,Every five hours,0,,1.00,UNCHECKED,UNREVIEWED,,0,4262458,Every five hours,Meas Value,MAPS_TO,,<auto>,1751446483311,
592,Allergy to Dog,0,,0.70,UNCHECKED,UNREVIEWED,,0,4092969,In vivo test of hypersensitivity,Measurement,MAPS_TO,,<auto>,1751446503420,
1379,Paradichloro Benzene,0,,0.80,UNCHECKED,UNREVIEWED,,0,19058341,dichlorobenzene,Drug,MAPS_TO,,<auto>,1751446471675,
1125,Abdominal pain,0,,1.00,UNCHECKED,UNREVIEWED,,0,45877062,Abdominal pain,Meas Value,MAPS_TO,,<auto>,1751446437807,
886,Throat pain,0,,1.00,UNCHECKED,UNREVIEWED,,0,259153,Pain in throat,Condition,MAPS_TO,,<auto>,1751446451423,
292,Invoice total,0,,0.67,UNCHECKED,UNREVIEWED,,0,4011283,Invoice clerk,Observation,MAPS_TO,,<auto>,1751446517115,
942,Musculoskeletal examination (text),0,,0.78,UNCHECKED,UNREVIEWED,,0,4176951,Musculoskeletal system physical examination,Procedure,MAPS_TO,,<auto>,1751446484284,
513,Chocolate,0,,1.00,UNCHECKED,UNREVIEWED,,0,4008007,Chocolate,Observation,MAPS_TO,,<auto>,1751446502600,
1700,Mid-upper arm circumference,0,,0.77,UNCHECKED,UNREVIEWED,,0,4111666,Mid upper arm circumference,Measurement,MAPS_TO,,<auto>,1751446486922,
1642,Cortisone & antibiotic & antimycotic,0,,0.38,UNCHECKED,UNREVIEWED,,0,4229211,Streptomyces antimycoticus,Observation,MAPS_TO,,<auto>,1751446470731,
979,Private home-based care,0,,0.76,UNCHECKED,UNREVIEWED,,0,1620375,Home-based,Meas Value,MAPS_TO,,<auto>,1751446517972,
801,Leukoplakia,0,,1.00,UNCHECKED,UNREVIEWED,,0,4176406,Leukoplakia,Observation,MAPS_TO,,<auto>,1751446471030,
1656,Formula Milk,0,,1.00,UNCHECKED,UNREVIEWED,,0,4300971,Formula milk,Observation,MAPS_TO,,<auto>,1751446517390,
314,Active status,0,,0.69,UNCHECKED,UNREVIEWED,,0,438485,Postoperative state,Observation,MAPS_TO,,<auto>,1751446438348,
655,Washout period,0,,0.68,UNCHECKED,UNREVIEWED,,0,4068993,Irrigation of colon,Procedure,MAPS_TO,,<auto>,1751446472153,
1366,Nimesulide,0,,1.00,UNCHECKED,UNREVIEWED,,0,19069425,nimesulide,Drug,MAPS_TO,,<auto>,1751446484636,
856,Abdominal tenderness,0,,1.00,UNCHECKED,UNREVIEWED,,0,197981,Abdominal tenderness,Condition,MAPS_TO,,<auto>,1751446418505,
1337,Ipratropium Bromide,0,,0.79,UNCHECKED,UNREVIEWED,,0,1112921,ipratropium,Drug,MAPS_TO,,<auto>,1751446452099,
530,Shellfish,0,,1.00,UNCHECKED,UNREVIEWED,,0,42536288,Shellfish,Observation,MAPS_TO,,<auto>,1751446484950,
419,Seconds,0,,0.74,UNCHECKED,UNREVIEWED,,0,4217781,Second,Meas Value,MAPS_TO,,<auto>,1751446517560,
1309,Ethamsylate,0,,1.00,UNCHECKED,UNREVIEWED,,0,19049350,ethamsylate,Drug,MAPS_TO,,<auto>,1751446471421,
33,Mycobacterium tuberculosis detected with indeterminate rifampin resistance,0,,0.70,UNCHECKED,UNREVIEWED,,0,3030365,Mycobacterium tuberculosis rifAMPin resistance gene [Identifier] in Sputum by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1751446429852,
976,"Diagnosis or problem, non-coded",0,,0.49,UNCHECKED,UNREVIEWED,,0,4234469,Diagnosis,Observation,MAPS_TO,,<auto>,1751446503606,
286,Billing status set,0,,0.64,UNCHECKED,UNREVIEWED,,0,4121179,Tumor histopathological grade status values,Measurement,MAPS_TO,,<auto>,1751446439030,
1073,Xanthelasma of Eyelid,0,,0.85,UNCHECKED,UNREVIEWED,,0,37207899,Xanthoma of left eyelid,Condition,MAPS_TO,,<auto>,1751446472773,
560,Angioedema,0,,1.00,UNCHECKED,UNREVIEWED,,0,3661528,Angioedema,Observation,MAPS_TO,,<auto>,1751446430173,
865,Nasal haemorrhage,0,,1.00,UNCHECKED,UNREVIEWED,,0,4096682,Bleeding from nose,Condition,MAPS_TO,,<auto>,1751446517888,
1627,Oral polio vaccine (OPV),0,,0.39,UNCHECKED,UNREVIEWED,,0,4015930,Requires polio vaccination,Observation,MAPS_TO,,<auto>,1751446488107,
1031,Tropical Ulcer,0,,0.79,UNCHECKED,UNREVIEWED,,0,4094986,Ulcer of mouth,Condition,MAPS_TO,,<auto>,1751446485544,
1686,Diclofenac & Methocarbamol & Paracetamol,0,,0.49,UNCHECKED,UNREVIEWED,,0,704943,methocarbamol,Drug,MAPS_TO,,<auto>,1751446518674,
1004,Currently not sexually active,0,,1.00,UNCHECKED,UNREVIEWED,,0,4012376,Currently not sexually active,Observation,MAPS_TO,,<auto>,1751446452976,
468,Can,0,,0.76,UNCHECKED,UNREVIEWED,,0,45882704,Cane,Meas Value,MAPS_TO,,<auto>,1751446488254,
1774,Onset Date,0,,0.66,UNCHECKED,UNREVIEWED,,0,4297758,Onset of,Observation,MAPS_TO,,<auto>,1751446473182,
1730,Vitiligo (L80),0,,0.52,UNCHECKED,UNREVIEWED,,0,45879454,L80,Meas Value,MAPS_TO,,<auto>,1751446430489,
1203,Pentavalent pneumovax,0,,0.46,UNCHECKED,UNREVIEWED,,0,4253154,Turkey rhinotracheitis virus,Observation,MAPS_TO,,<auto>,1751446419494,
1180,Cavitary lesion,0,,0.63,UNCHECKED,UNREVIEWED,,0,4161589,Intracavitary,Observation,MAPS_TO,,<auto>,1751446504207,
1323,Gentamycin,0,,0.82,UNCHECKED,UNREVIEWED,,0,915392,natamycin,Drug,MAPS_TO,,<auto>,1751446518157,
326,Adult inpatient service,0,,0.82,UNCHECKED,UNREVIEWED,,0,44803441,Inpatient services,Observation,MAPS_TO,,<auto>,1751446472209,
777,Hoarse,0,,1.00,UNCHECKED,UNREVIEWED,,0,4177176,Hoarse,Observation,MAPS_TO,,<auto>,1751446488533,
1276,Cetirizine,0,,1.00,UNCHECKED,UNREVIEWED,,0,1149196,cetirizine,Drug,MAPS_TO,,<auto>,1751446485661,
1590,Eucerin,0,,0.60,UNCHECKED,UNREVIEWED,,0,42028745,Ucero,Geography,MAPS_TO,,<auto>,1751446453264,
1776,Sneezing,0,,1.00,UNCHECKED,UNREVIEWED,,0,4328356,Sneezing,Condition,MAPS_TO,,<auto>,1751446473471,
1621,Zidovudine & Lamivudine (AZT/3TC),0,,0.43,UNCHECKED,UNREVIEWED,,0,1710612,zidovudine,Drug,MAPS_TO,,<auto>,1751446486115,
1610,Abacavir (ABC),0,,0.56,UNCHECKED,UNREVIEWED,,0,1736971,abacavir,Drug,MAPS_TO,,<auto>,1751446504496,
282,T-Kash,0,,0.59,UNCHECKED,UNREVIEWED,,0,4272929,Pototous,Observation,MAPS_TO,,<auto>,1751446485893,
462,Gum,0,,1.00,UNCHECKED,UNREVIEWED,,0,4034272,Gingival structure,Spec Anatomic Site,MAPS_TO,,<auto>,1751446486324,
451,Puff,0,,0.86,UNCHECKED,UNREVIEWED,,0,4310850,Fratercula,Observation,MAPS_TO,,<auto>,1751446504647,
522,NSAIDs,0,,0.77,UNCHECKED,UNREVIEWED,,0,45884125,AIDS,Meas Value,MAPS_TO,,<auto>,1751446453451,
1294,Cremaffin,0,,0.70,UNCHECKED,UNREVIEWED,,0,4311087,Pheochromocytoma,Observation,MAPS_TO,,<auto>,1751446488843,
411,Malignant neoplasm of cervix uteri,0,,1.00,UNCHECKED,UNREVIEWED,,0,198984,Malignant tumor of cervix,Condition,MAPS_TO,,<auto>,1751446440561,
1529,Neostigmine,0,,1.00,UNCHECKED,UNREVIEWED,,0,717136,neostigmine,Drug,MAPS_TO,,<auto>,1751446486469,
749,Ear Problem,0,,1.00,UNCHECKED,UNREVIEWED,,0,4114472,Ear problem,Condition,MAPS_TO,,<auto>,1751446504953,
1146,Vertigo,0,,1.00,UNCHECKED,UNREVIEWED,,0,439383,Vertigo,Condition,MAPS_TO,,<auto>,1751446440786,
1562,Insulin (Fast & Long Acting),0,,0.36,UNCHECKED,UNREVIEWED,,0,4091439,Insulinoma prolonged fasting test,Measurement,MAPS_TO,,<auto>,1751446473166,
1473,Atovaquone & Proquanil hydrochloride,0,,0.61,UNCHECKED,UNREVIEWED,,0,40166165,atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet,Drug,MAPS_TO,,<auto>,1751446431645,
769,Hearing Disorder,0,,1.00,UNCHECKED,UNREVIEWED,,0,378444,Hearing disorder,Condition,MAPS_TO,,<auto>,1751446487262,
1277,Dipirone,0,,0.65,UNCHECKED,UNREVIEWED,,0,19102106,mepirodipine,Drug,MAPS_TO,,<auto>,1751446505189,
939,Nervous system examination (text),0,,0.73,UNCHECKED,UNREVIEWED,,0,4039098,Nervous system examination NAD,Condition,MAPS_TO,,<auto>,1751446518889,
1635,Ready-to-Use Supplementary Foods,0,,0.40,UNCHECKED,UNREVIEWED,,0,45885303,Supplemental,Meas Value,MAPS_TO,,<auto>,1751446474490,
309,Inactive status,0,,0.66,UNCHECKED,UNREVIEWED,,0,45884887,Inactive,Meas Value,MAPS_TO,,<auto>,1751446489631,
836,Learning problems,0,,0.75,UNCHECKED,UNREVIEWED,,0,4179925,Basic learning problem,Observation,MAPS_TO,,<auto>,1751446487315,
283,M-Pesa,0,,0.52,UNCHECKED,UNREVIEWED,,0,41890949,Wortegem-Petegem,Geography,MAPS_TO,,<auto>,1751446505411,
1222,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine,0,,0.81,UNCHECKED,UNREVIEWED,,0,756055,Measurement of Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Measurement,MAPS_TO,,<auto>,1751446486809,
1576,Timolol,0,,1.00,UNCHECKED,UNREVIEWED,,0,45882938,Timolol,Meas Value,MAPS_TO,,<auto>,1751446519022,
604,Every twenty-four hours,0,,0.78,UNCHECKED,UNREVIEWED,,0,4244847,Every twenty four hours,Meas Value,MAPS_TO,,<auto>,1751446473692,
1439,Atovaquone & Proquanil,0,,0.68,UNCHECKED,UNREVIEWED,,0,1781733,atovaquone,Drug,MAPS_TO,,<auto>,1751446441614,
486,Metric drop,0,,0.49,UNCHECKED,UNREVIEWED,,0,9275,metric carat,Unit,MAPS_TO,,<auto>,1751446474971,
1530,Fentanyl,0,,1.00,UNCHECKED,UNREVIEWED,,0,36308472,Fentanyl,Meas Value,MAPS_TO,,<auto>,1751446505656,
252,Malarial smear,0,,0.88,UNCHECKED,UNREVIEWED,,0,4027143,Malaria smear,Measurement,MAPS_TO,,<auto>,1751446487893,
1288,Clotrimazole & Lignocaine,0,,0.59,UNCHECKED,UNREVIEWED,,0,1000632,clotrimazole,Drug,MAPS_TO,,<auto>,1751446488067,
36,Mycobacterium tuberculosis detected without rifampin resistance,0,,0.73,UNCHECKED,UNREVIEWED,,0,3030365,Mycobacterium tuberculosis rifAMPin resistance gene [Identifier] in Sputum by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1751446421551,
912,Breathing poorly (<30 breaths / min),0,,0.46,UNCHECKED,UNREVIEWED,,0,45884642,<30 min,Meas Value,MAPS_TO,,<auto>,1751446487561,
618,"Thrice daily, with meals",0,,0.57,UNCHECKED,UNREVIEWED,,0,4262461,"Three times a day, with meals",Meas Value,MAPS_TO,,<auto>,1751446519473,
844,Joint swelling,0,,1.00,UNCHECKED,UNREVIEWED,,0,4154927,Joint swelling,Condition,MAPS_TO,,<auto>,1751446506052,
1547,Nitroglycerin (Glycerine Trinitrate),0,,0.65,UNCHECKED,UNREVIEWED,,0,1361711,nitroglycerin,Drug,MAPS_TO,,<auto>,1751446490649,
303,Cancelled,0,,1.00,UNCHECKED,UNREVIEWED,,0,4233952,Canceled,Observation,MAPS_TO,,<auto>,1751446488507,
1014,Early Infant Diagnosis Visit,0,,0.53,UNCHECKED,UNREVIEWED,,0,4234469,Diagnosis,Observation,MAPS_TO,,<auto>,1751446442462,
1233,Streptomycin,0,,1.00,UNCHECKED,UNREVIEWED,,0,1836191,streptomycin,Drug,MAPS_TO,,<auto>,1751446488145,
565,allergy to wheat,0,,0.73,UNCHECKED,UNREVIEWED,,0,3027231,Wheat IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1751446422148,
650,Drug Interaction (Properly Prescribed and Administered),0,,0.48,UNCHECKED,UNREVIEWED,,0,4082382,Management of drug regimen,Procedure,MAPS_TO,,<auto>,1751446455527,
793,Intercostal recession,0,,1.00,UNCHECKED,UNREVIEWED,,0,4272647,Intercostal recession,Observation,MAPS_TO,,<auto>,1751446475958,
1541,Proteines,0,,0.82,UNCHECKED,UNREVIEWED,,0,44785045,protein S,Drug,MAPS_TO,,<auto>,1751446488932,
701,Patient on waiting list,0,,1.00,UNCHECKED,UNREVIEWED,,0,4148887,Patient on waiting list,Observation,MAPS_TO,,<auto>,1751446488950,
906,Alcohol counseling,0,,0.86,UNCHECKED,UNREVIEWED,,0,4083236,Alcoholism counseling,Procedure,MAPS_TO,,<auto>,1751446491323,
1692,Pentoxifylline,0,,1.00,UNCHECKED,UNREVIEWED,,0,1331247,pentoxifylline,Drug,MAPS_TO,,<auto>,1751446442987,
925,Rapid test for HIV,0,,0.55,UNCHECKED,UNREVIEWED,,0,4163881,PCR test for HIV 1,Measurement,MAPS_TO,,<auto>,1751446506757,
56,Premier First Response(R) test kit,0,,0.40,UNCHECKED,UNREVIEWED,,0,45884863,First responder,Meas Value,MAPS_TO,,<auto>,1751446520020,
1708,Prevention of Maternal to Child HIV transmissio,0,,0.48,UNCHECKED,UNREVIEWED,,0,4170927,Parenteral transmission,Observation,MAPS_TO,,<auto>,1751446433687,
164,Brown color,0,,1.00,UNCHECKED,UNREVIEWED,,0,4153957,Brown color,Meas Value,MAPS_TO,,<auto>,1751446488558,
1302,Diethylcarbamazine,0,,1.00,UNCHECKED,UNREVIEWED,,0,19025698,diethylcarbamazine,Drug,MAPS_TO,,<auto>,1751446476487,
1719,Heart Failure (I50.9),0,,0.47,UNCHECKED,UNREVIEWED,,0,1177390,Heart failure,Meas Value,MAPS_TO,,<auto>,1751446439190,
1214,Diphtheria tetanus and pertussis vaccination,0,,0.82,UNCHECKED,UNREVIEWED,,0,45766222,"Requires diphtheria, tetanus and pertussis vaccination",Observation,MAPS_TO,,<auto>,1751446475653,
787,Ophthalmology referral,0,,0.92,UNCHECKED,UNREVIEWED,,0,40760269,Ophthalmology Referral note,Note,MAPS_TO,,<auto>,1751446489648,
973,Therapeutic feeding,0,,0.74,UNCHECKED,UNREVIEWED,,0,4133895,Therapeutic,Meas Value,MAPS_TO,,<auto>,1751446492070,
1462,Cefaclor,0,,1.00,UNCHECKED,UNREVIEWED,,0,1768849,cefaclor,Drug,MAPS_TO,,<auto>,1751446439475,
1243,Adrenaline,0,,0.82,UNCHECKED,UNREVIEWED,,0,37163363,Inflammation of adrenal gland,Condition,MAPS_TO,,<auto>,1751446520262,
702,Admission denied,0,,0.79,UNCHECKED,UNREVIEWED,,0,4055690,Admission certification denied,Observation,MAPS_TO,,<auto>,1751446507451,
897,HIV self-test performed,0,,0.62,UNCHECKED,UNREVIEWED,,0,705183,Patient self-tested,Type Concept,MAPS_TO,,<auto>,1751446443709,
20,Acetaminophen / oxycodone,0,,0.91,UNCHECKED,UNREVIEWED,,0,40002751,acetaminophen / oxycodone Oral Tablet,Drug,MAPS_TO,,<auto>,1751446489829,
1732,Vaginal Enterocele (N81.5),0,,0.44,UNCHECKED,UNREVIEWED,,0,4162218,Vaginal enterocele,Condition,MAPS_TO,,<auto>,1751446423065,
209,Reactive,0,,1.00,UNCHECKED,UNREVIEWED,,0,45881802,Reactive,Meas Value,MAPS_TO,,<auto>,1751446520435,
640,Status,0,,1.00,UNCHECKED,UNREVIEWED,,0,1092304,Status,Observation,MAPS_TO,,<auto>,1751446490060,
578,Allergy to penicillin,0,,1.00,UNCHECKED,UNREVIEWED,,0,4240903,Allergy to penicillin,Observation,MAPS_TO,,<auto>,1751446489393,
816,Regressed milestones,0,,0.55,UNCHECKED,UNREVIEWED,,0,41946381,La Milesse,Geography,MAPS_TO,,<auto>,1751446492777,
1060,Presumed diagnosis,0,,0.79,UNCHECKED,UNREVIEWED,,0,3020908,ED diagnosis,Observation,MAPS_TO,,<auto>,1751446440187,
318,Emergency medical services,0,,1.00,UNCHECKED,UNREVIEWED,,0,4249865,Emergency medical services,Observation,MAPS_TO,,<auto>,1751446477641,
1756,Knee Block,0,,0.72,UNCHECKED,UNREVIEWED,,0,4010088,Knee locking,Condition,MAPS_TO,,<auto>,1751446489683,
837,Psychosocial counseling,0,,0.92,UNCHECKED,UNREVIEWED,,0,4177698,Psychosocial counseling about cancer,Procedure,MAPS_TO,,<auto>,1751446490483,
74,Magnesium phosphate,0,,1.00,UNCHECKED,UNREVIEWED,,0,19071991,magnesium phosphate,Drug,MAPS_TO,,<auto>,1751446508026,
720,Condoms,0,,1.00,UNCHECKED,UNREVIEWED,,0,45880737,Condoms,Meas Value,MAPS_TO,,<auto>,1751446492974,
536,Hepatotoxicity,0,,0.82,UNCHECKED,UNREVIEWED,,0,4236623,Ototoxicity,Condition,MAPS_TO,,<auto>,1751446490504,
363,Upper Gastrointestinal Hemorrhage,0,,1.00,UNCHECKED,UNREVIEWED,,0,4291649,Upper gastrointestinal bleeding,Condition,MAPS_TO,,<auto>,1751446435146,
1359,Mifepristone & Misoprostol,0,,0.64,UNCHECKED,UNREVIEWED,,0,1508439,mifepristone,Drug,MAPS_TO,,<auto>,1751446444450,
345,Ascariasis,0,,1.00,UNCHECKED,UNREVIEWED,,0,192259,Ascariasis,Condition,MAPS_TO,,<auto>,1751446440521,
1403,Saline,0,,1.00,UNCHECKED,UNREVIEWED,,0,42077543,Saline,Geography,MAPS_TO,,<auto>,1751446503755,
1475,Chloroquine phosphate,0,,0.85,UNCHECKED,UNREVIEWED,,0,40241956,chloroquine phosphate 500 MG,Drug,MAPS_TO,,<auto>,1751446423711,
1555,Carvedilol,0,,1.00,UNCHECKED,UNREVIEWED,,0,1346823,carvedilol,Drug,MAPS_TO,,<auto>,1751446477913,
588,Allergic to Other Foods,0,,0.72,UNCHECKED,UNREVIEWED,,0,4226870,Other foods,Device,MAPS_TO,,<auto>,1751446520870,
517,Pollen,0,,1.00,UNCHECKED,UNREVIEWED,,0,4116682,Pollen,Observation,MAPS_TO,,<auto>,1751446444703,
768,Physical exam,0,,0.88,UNCHECKED,UNREVIEWED,,0,4240345,Physical examination,Procedure,MAPS_TO,,<auto>,1751446490900,
902,History of recent travel in past 14 days,0,,0.57,UNCHECKED,UNREVIEWED,,0,756059,History of travel to Iran in the 14 days prior to illness onset,Observation,MAPS_TO,,<auto>,1751446477608,
365,Gastric ulcer,0,,1.00,UNCHECKED,UNREVIEWED,,0,4265600,Gastric ulcer,Condition,MAPS_TO,,<auto>,1751446424251,
1744,Tuberculoid Leprosy (Type T) (A30.1),0,,0.51,UNCHECKED,UNREVIEWED,,0,36662302,Tuberculoid leprosy,Meas Value,MAPS_TO,,<auto>,1751446490542,
983,Swollen Feet,0,,1.00,UNCHECKED,UNREVIEWED,,0,1035163,Swollen feet,Meas Value,MAPS_TO,,<auto>,1751446445091,
685,Discontinued,0,,1.00,UNCHECKED,UNREVIEWED,,0,4132627,Discontinued,Observation,MAPS_TO,,<auto>,1751446504236,
597,Morphine,0,,1.00,UNCHECKED,UNREVIEWED,,0,36310914,Morphine,Meas Value,MAPS_TO,,<auto>,1751446491226,
352,Radiology results,0,,0.72,UNCHECKED,UNREVIEWED,,0,4058769,Radiology result normal,Condition,MAPS_TO,,<auto>,1751446418194,
1099,Dysuria,0,,1.00,UNCHECKED,UNREVIEWED,,0,21499235,Dysuria,Meas Value,MAPS_TO,,<auto>,1751446504469,
22,Beyond detectable limit,0,,0.58,UNCHECKED,UNREVIEWED,,0,4085344,Beyond parental control,Observation,MAPS_TO,,<auto>,1751446493987,
114,Urine protein (dip stick),0,,0.50,UNCHECKED,UNREVIEWED,,0,37394350,Urine protein test,Measurement,MAPS_TO,,<auto>,1751446491699,
1158,"Review of systems, genitourinary",0,,0.73,UNCHECKED,UNREVIEWED,,0,4187458,Review of systems,Procedure,MAPS_TO,,<auto>,1751446436094,
1487,Saline flush,0,,0.93,UNCHECKED,UNREVIEWED,,0,46236480,Line Flush [Type],Measurement,MAPS_TO,,<auto>,1751446490973,
1192,Miliary changes,0,,0.57,UNCHECKED,UNREVIEWED,,0,435814,Degenerative changes of ciliary body,Condition,MAPS_TO,,<auto>,1751446445691,
991,Referral for imaging study,0,,1.00,UNCHECKED,UNREVIEWED,,0,764689,Referral for imaging study,Observation,MAPS_TO,,<auto>,1751446479105,
1028,Past medical history added (text),0,,0.46,UNCHECKED,UNREVIEWED,,0,764169,Gathering of past medical history,Observation,MAPS_TO,,<auto>,1751446441892,
10,Lisinopril,0,,1.00,UNCHECKED,UNREVIEWED,,0,1308216,lisinopril,Drug,MAPS_TO,,<auto>,1751446418732,
1200,Immunizations,0,,0.95,UNCHECKED,UNREVIEWED,,0,706380,Immunization,Meas Value,MAPS_TO,,<auto>,1751446491710,
294,Invoice price,0,,0.71,UNCHECKED,UNREVIEWED,,0,4011283,Invoice clerk,Observation,MAPS_TO,,<auto>,1751446504886,
1393,Propofol,0,,1.00,UNCHECKED,UNREVIEWED,,0,753626,propofol,Drug,MAPS_TO,,<auto>,1751446436458,
1788,Test Done,0,,0.74,UNCHECKED,UNREVIEWED,,0,36303209,Test not done,Meas Value,MAPS_TO,,<auto>,1751446491427,
1167,Vaginal bleeding,0,,1.00,UNCHECKED,UNREVIEWED,,0,4129155,Vaginal bleeding,Condition,MAPS_TO,,<auto>,1751446492187,
1187,Colonoscopy,0,,1.00,UNCHECKED,UNREVIEWED,,0,45879248,Colonoscopy,Meas Value,MAPS_TO,,<auto>,1751446479367,
1160,"Review of systems, cardiopulmonary",0,,1.00,UNCHECKED,UNREVIEWED,,0,762570,"Review of systems, cardiopulmonary",Procedure,MAPS_TO,,<auto>,1751446425272,
1032,Diagnosis date,0,,0.82,UNCHECKED,UNREVIEWED,,0,4234469,Diagnosis,Observation,MAPS_TO,,<auto>,1751446442381,
1658,Meperidine,0,,1.00,UNCHECKED,UNREVIEWED,,0,36310259,Meperidine,Meas Value,MAPS_TO,,<auto>,1751446505300,
1395,Pyridoxine,0,,1.00,UNCHECKED,UNREVIEWED,,0,19005046,pyridoxine,Drug,MAPS_TO,,<auto>,1751446425657,
422,Kit,0,,0.93,UNCHECKED,UNREVIEWED,,0,42007358,Kita,Geography,MAPS_TO,,<auto>,1751446505447,
859,Splenomegaly,0,,1.00,UNCHECKED,UNREVIEWED,,0,200527,Splenomegaly,Condition,MAPS_TO,,<auto>,1751446479773,
1450,Loratadine,0,,1.00,UNCHECKED,UNREVIEWED,,0,1107830,loratadine,Drug,MAPS_TO,,<auto>,1751446492664,
1614,Efavirenz & Lamivudine & Tenofovir,0,,0.60,UNCHECKED,UNREVIEWED,,0,40166595,efavirenz / lamivudine / tenofovir disoproxil Oral Tablet,Drug,MAPS_TO,,<auto>,1751446446691,
291,Charge item status set,0,,0.58,UNCHECKED,UNREVIEWED,,0,4202605,Discharge status,Observation,MAPS_TO,,<auto>,1751446419630,
1383,Phenobarbitone,0,,0.87,UNCHECKED,UNREVIEWED,,0,36308343,Phenobarbital,Meas Value,MAPS_TO,,<auto>,1751446442855,
869,Neck Pain,0,,1.00,UNCHECKED,UNREVIEWED,,0,1621228,Neck pain,Meas Value,MAPS_TO,,<auto>,1751446505703,
1030,Relapse,0,,1.00,UNCHECKED,UNREVIEWED,,0,4136153,Relapse phase,Meas Value,MAPS_TO,,<auto>,1751446492885,
549,allergy to chloroprocaine,0,,0.73,UNCHECKED,UNREVIEWED,,0,19049410,chloroprocaine,Drug,MAPS_TO,,<auto>,1751446492772,
721,Norplant (implantable contraceptive),0,,0.59,UNCHECKED,UNREVIEWED,,0,45881769,Norplant (implants),Meas Value,MAPS_TO,,<auto>,1751446495322,
455,Nebulizer,0,,1.00,UNCHECKED,UNREVIEWED,,0,4219814,Nebulizer,Device,MAPS_TO,,<auto>,1751446447019,
412,Pneumonia,0,,1.00,UNCHECKED,UNREVIEWED,,0,45882868,Pneumonia,Meas Value,MAPS_TO,,<auto>,1751446419902,
333,Mpox,0,,1.00,UNCHECKED,UNREVIEWED,,0,4234275,Mpox,Condition,MAPS_TO,,<auto>,1751446493010,
674,Therapeutic generic substitution,0,,0.74,UNCHECKED,UNREVIEWED,,0,36310241,Allow therapeutic substitutions,Meas Value,MAPS_TO,,<auto>,1751446437525,
1325,Glimepiride,0,,1.00,UNCHECKED,UNREVIEWED,,0,1597756,glimepiride,Drug,MAPS_TO,,<auto>,1751446506093,
753,Exophthalmos,0,,1.00,UNCHECKED,UNREVIEWED,,0,436700,Exophthalmos,Condition,MAPS_TO,,<auto>,1751446447277,
24,Not detected,0,,1.00,UNCHECKED,UNREVIEWED,,0,45880296,Not detected,Meas Value,MAPS_TO,,<auto>,1751446495792,
1204,"Rotavirus vaccine, live",0,,0.64,UNCHECKED,UNREVIEWED,,0,44813970,Rotavirus vaccination declined,Observation,MAPS_TO,,<auto>,1751446480566,
1088,Delirium,0,,1.00,UNCHECKED,UNREVIEWED,,0,45882866,Delirium,Meas Value,MAPS_TO,,<auto>,1751446437809,
955,Physical exam outcome,0,,0.62,UNCHECKED,UNREVIEWED,,0,4240345,Physical examination,Procedure,MAPS_TO,,<auto>,1751446493654,
676,Therapeutic alternative substitution,0,,0.67,UNCHECKED,UNREVIEWED,,0,36684963,Education on medication therapeutic alternative,Observation,MAPS_TO,,<auto>,1751446427173,
1281,Chlorpheniramine,0,,1.00,UNCHECKED,UNREVIEWED,,0,1192710,chlorpheniramine,Drug,MAPS_TO,,<auto>,1751446447990,
1147,Abnormal Pupillary Function,0,,1.00,UNCHECKED,UNREVIEWED,,0,437295,Abnormal pupillary function,Condition,MAPS_TO,,<auto>,1751446420876,
635,Probable cause of death (text),0,,0.53,UNCHECKED,UNREVIEWED,,0,45880469,Cause of Death,Meas Value,MAPS_TO,,<auto>,1751446493843,
556,Allergy to Spiders,0,,0.61,UNCHECKED,UNREVIEWED,,0,439224,Allergy to drug,Observation,MAPS_TO,,<auto>,1751446496386,
290,Planned,0,,1.00,UNCHECKED,UNREVIEWED,,0,45881156,Planned,Meas Value,MAPS_TO,,<auto>,1751446448231,
1370,Omeprazole,0,,1.00,UNCHECKED,UNREVIEWED,,0,923645,omeprazole,Drug,MAPS_TO,,<auto>,1751446494014,
1090,Depression,0,,1.00,UNCHECKED,UNREVIEWED,,0,45878997,Depression,Meas Value,MAPS_TO,,<auto>,1751446427549,
